lokasi,bulan,tanggal,account,kode_unit,id_unit,nama_unit,jenis_unit,kategori,kegiatan,remark,jumlah_jam
TANJUNG,Aug,2026-08-10,641105231203132 035,312-031,312031,DUMP TRUCK HINO FM 280 JD 312-031,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-031 PERBAIKAN PTO,0.5
TANJUNG,Aug,2026-08-10,641105226101832 065,261-018,261018,TRUCK TANGKI HINO 130 HD DA 8678 CV 261-018,Fuel Tank,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,261-018 CEK FUSE ADA YANG SHORT,2.0
TANJUNG,Aug,2026-08-10,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-033 MEMBUAT BRAKET ENGINE,21.5
TANJUNG,Aug,2026-08-10,641105231203432 145,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-034 TES RUNNING CEK KEBOCORAN DI T/M,12.0
TANJUNG,Aug,2026-08-10,641105231202732 015,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-027 TAMBAH FREON DAN GANTI TENSIONER,1.0
TANJUNG,Aug,2026-08-10,641105231202132 065,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-021 GANTI ALTER NATOR,5.0
TANJUNG,Aug,2026-08-10,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,1.0
TANJUNG,Aug,2026-08-10,641105233202631 075,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-026 SERVICE,3.0
TANJUNG,Aug,2026-08-10,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,1.0
TANJUNG,Aug,2026-08-11,641105231203132 165,312-031,312031,DUMP TRUCK HINO FM 280 JD 312-031,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-031 GANTI TYRE NO 6,2.0
TANJUNG,Aug,2026-08-11,641105231202132 115,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-021 TAMBAH OLI HYD DUMP,1.5
TANJUNG,Aug,2026-08-11,641105233202631 035,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-026 GREASSING,1.0
TANJUNG,Aug,2026-08-11,641105233204931 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 GREASSING,1.0
TANJUNG,Aug,2026-08-11,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,0.5
TANJUNG,Aug,2026-08-11,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,0.5
TANJUNG,Aug,2026-08-11,641105233202731 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 GREASSING,0.5
TANJUNG,Aug,2026-08-11,641105234201731 035,342-017,342017,BULLDOZER KOMATSU D85E 342-017,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,342-017 GREASSING,0.5
TANJUNG,Aug,2026-08-11,641105234201231 035,342-012,342012,BULLDOZER WEA B 220 342-012,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,342-012 GREASSING,1.0
TANJUNG,Aug,2026-08-11,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-033 LEPAS WATER PUMP, LEPAS DINAMO S",30.0
TANJUNG,Aug,2026-08-11,641105226200132 075,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 RAKIT JOIN SHAFT PTO,6.0
TANJUNG,Aug,2026-08-11,641105231202732 115,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-027 TAMBAH OLI ENGINE, KENCANGKAN BO",0.5
TANJUNG,Aug,2026-08-11,641105231203232 015,312-032,312032,DUMP TRUCK HINO FM 280 JD 312-032,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-032 ADJUST BELT AC, CEK TENSIONER AC",2.0
TANJUNG,Aug,2026-08-11,641205230000035 093,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,"WS LEPAS COVER BEARING ALTER NATOR, MENG",6.0
TANJUNG,Aug,2026-08-11,641105226200132 075,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,"262-001 , RAKIT SPIDER JOIN",6.0
TANJUNG,Aug,2026-08-11,641105231202332 065,312-023,312023,DUMP TRUCK HINO FM 260 JD 312-023,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-023 TAMBAH AIR ACCU DAN JAMBER ACCU,1.0
TANJUNG,Aug,2026-08-11,641105231202832 075,312-028,312028,DUMP TRUCK HINO FM 280 JD 312-028,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-028 MEMBERSIHKAN PISTON POMPA PTO DA,1.0
TANJUNG,Aug,2026-08-11,641105226200132 075,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,"262-001 PASANG SHAFT JOIN PTO, RAKIT BRA",18.0
TANJUNG,Aug,2026-08-11,641105231202832 145,312-028,312028,DUMP TRUCK HINO FM 280 JD 312-028,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-028 ADJUST KABEL PTO, BERSIHKAN PTO",2.0
TANJUNG,Aug,2026-08-11,641105231202732 145,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-027 ADJUST KOPLING,0.5
TANJUNG,Aug,2026-08-11,641105226101832 145,261-018,261018,TRUCK TANGKI HINO 130 HD DA 8678 CV 261-018,Fuel Tank,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,"261-018 BONGKAR BOOSTER KOPLING, GANTI D",2.0
TANJUNG,Aug,2026-08-11,641105231202732 145,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-027 ADJUST KOPLING,1.0
TANJUNG,Aug,2026-08-11,641105233203632 065,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 PERBAIKAN LAMPU KERJA,1.5
TANJUNG,Aug,2026-08-11,641205230000035 093,241-001,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,241-001 LEPAS MASTER KOPLING,1.5
TANJUNG,Aug,2026-08-11,641105226101832 145,261-018,261018,TRUCK TANGKI HINO 130 HD DA 8678 CV 261-018,Fuel Tank,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,261-018 GANTI PISTON MASTER KOPLING BAWA,4.0
TANJUNG,Aug,2026-08-12,641105233203632 075,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GANTI DIPSTIK OLI ENGGINE DAN RE,4.0
TANJUNG,Aug,2026-08-12,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-033 BERSIHKAN PISTON, LEPAS RING PIS",22.0
TANJUNG,Aug,2026-08-12,641105231201932 045,312-019,312019,DUMP TRUCK HINO FM 260 JD 312-019,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-019 GANTI DAN PASANG ADAFTER EXHAOUS,0.5
TANJUNG,Aug,2026-08-12,641105234201232 065,342-012,342012,BULLDOZER WEA B 220 342-012,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,342-012 CEK WAIRING KUNCI KONTAK DAN ISO,1.0
TANJUNG,Aug,2026-08-12,641105231202332 075,312-023,312023,DUMP TRUCK HINO FM 260 JD 312-023,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-023 KENCANGKAN TUTUP PRIMING PUMP,1.5
TANJUNG,Aug,2026-08-12,641105231203432 145,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-034 LEPAS BEARING SHAFT T/M, PASANG",2.0
TANJUNG,Aug,2026-08-12,641105234201232 065,342-012,342012,BULLDOZER WEA B 220 342-012,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"342-012 PASANG BOLT RPM, ISOLASI KABEL S",2.0
TANJUNG,Aug,2026-08-12,641105231203432 035,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-034 REBUS BEARING DAN LEPAS, POTONG",8.0
TANJUNG,Aug,2026-08-12,641205230000032 093,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,WS RAKIT TYRE 2 PCS,4.5
TANJUNG,Aug,2026-08-12,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,1.0
TANJUNG,Aug,2026-08-12,641105226200132 155,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 PERBAIKAN LAFER TRACK PRESNELING,2.0
TANJUNG,Aug,2026-08-12,641105233202731 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 GREASSING,0.5
TANJUNG,Aug,2026-08-13,641105231202232 015,312-022,312022,DUMP TRUCK HINO FM 260 JD 312-022,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-022 GANTI TENSINER AC, GANTI V-BELT",5.5
TANJUNG,Aug,2026-08-13,641105226200132 145,261-001,261001,TRUCK TANGKI TOYOTA DYNA DA 9457 C 261-001,,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,261-001 PERBAIKANTUAS PRASNELING TRANSMI,2.0
TANJUNG,Aug,2026-08-13,641105233202631 035,332-026,332026,EXCAVATOR HITACHI ZX210F-5G 332-026,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-026 GREASSING,1.0
TANJUNG,Aug,2026-08-13,641105233204931 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 GREASSING,1.5
TANJUNG,Aug,2026-08-13,641105233202731 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 GREASSING,1.0
TANJUNG,Aug,2026-08-13,641105233203231 035,332-032,332032,EXCAVATOR KOMATSU PC-200-8M1 332-032,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-032 GREASSING,1.5
TANJUNG,Aug,2026-08-13,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-033 SKUR KLEP VALVE, BERSIHKAN KLEP",50.0
TANJUNG,Aug,2026-08-13,641105231201932 075,312-019,312019,DUMP TRUCK HINO FM 260 JD 312-019,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-019 TAMBAH OLI ENGINE,1.0
TANJUNG,Aug,2026-08-13,641105226200132 035,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 TAB BAUT DAN PASANG SPRAYER,2.0
TANJUNG,Aug,2026-08-13,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,1.0
TANJUNG,Aug,2026-08-13,641105231203332 105,312-033,312033,DUMP TRUCK HINO FM 280 JD 312-033,,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-033 PERBAIKAN FINAL DRIVE LH RH, BON",26.0
TANJUNG,Aug,2026-08-13,641105231202232 035,312-022,312022,DUMP TRUCK HINO FM 260 JD 312-022,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-022 PERBAIKAN KEBOCORAN FUEL,",1.0
TANJUNG,Aug,2026-08-13,641105231203032 065,312-030,312030,DUMP TRUCK HINO FM 280 JD 312-030,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-030 CEK DAN GANTI SENSOR,1.0
TANJUNG,Aug,2026-08-13,641105231203232 035,312-032,312032,DUMP TRUCK HINO FM 280 JD 312-032,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-032 GANTI CROSS JOINT SHAFT DAN CROS,16.5
TANJUNG,Aug,2026-08-13,641105233204932 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-049 PASANG KAWAT BRAKET, PASANG LOCK",1.0
TANJUNG,Aug,2026-08-13,641105226200132 145,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 PERBAIKAN BRAKET PRESNELING,12.0
TANJUNG,Aug,2026-08-13,641205230000035 093,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,WS BUAT TIANG BENDERA,4.0
TANJUNG,Aug,2026-08-13,641105233204932 035,332-049,332049,EXCAVATOR SHANTUI SE 215 W 332-049,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-049 KENCANGKAN HOSE PASANG SOFEL JOI,3.5
TANJUNG,Aug,2026-08-13,641105231203432 035,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-034 GANTI CROSS JOINT SHAFT PTO,3.5
TANJUNG,Aug,2026-08-13,641205230000035 093,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,WS RAKIT PIPA AIR,3.0
TANJUNG,Aug,2026-08-13,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,1.0
TANJUNG,Aug,2026-08-13,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,1.0
TANJUNG,Aug,2026-08-13,641205230000034 023,241-001,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,241-001 PASANG BOOSTER KOPLING DAN BUANG,4.0
TANJUNG,Aug,2026-08-13,641105231202132 115,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-021 TAMBAH OLI HYD 5L,0.5
TANJUNG,Aug,2026-08-13,641105231202132 065,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-021 PERBAIKAN SEKRING LAMPU ROTARI,",4.0
TANJUNG,Aug,2026-08-13,641105226200132 035,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 MEMASANG V-BELT POMPA,1.0
TANJUNG,Aug,2026-08-13,641105231202732 015,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-027 SETEL TENSIONER AC,0.5
TANJUNG,Aug,2026-08-14,641105231202232 015,312-022,312022,DUMP TRUCK HINO FM 260 JD 312-022,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-022 TAMBAH FREON, PERBAIKAN LAMPU RO",3.0
TANJUNG,Aug,2026-08-14,611805004001000 000,332-033,332033,EXCAVATOR HITACHI ZX350H-5G 332-033,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-033 SKUR VALVE,27.0
TANJUNG,Aug,2026-08-14,641105231202232 035,312-022,312022,DUMP TRUCK HINO FM 260 JD 312-022,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-022 GANTI PRIMING PUMP, LEPAS PIPA B",4.5
TANJUNG,Aug,2026-08-14,641105234201232 065,342-012,342012,BULLDOZER WEA B 220 342-012,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"342-012 BERSIHKAN FILOTER FUEL , ISI SOL",3.5
TANJUNG,Aug,2026-08-14,641105233203632 015,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 MENUTUPI ANGIN BLOWER YANG TIDAK,6.0
TANJUNG,Aug,2026-08-14,641105226200132 145,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,"262-001 BUANG ANGIN, CEK BOOSTER, REPAIR",50.0
TANJUNG,Aug,2026-08-14,641105231202732 145,312-027,312027,DUMP TRUCK HINO FM 280 JD 312-027,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-027 TURUNKAN T/M, LEPAS LONG SHAFT,",35.0
TANJUNG,Aug,2026-08-14,641105231202132 015,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-021 AMBIL PART FREON DI SERADANG, CH",2.0
TANJUNG,Aug,2026-08-14,641205230000035 093,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,WS LAS KATROL BENDERA TEMPAT TALI BENDER,3.5
TANJUNG,Aug,2026-08-14,641105231201532 035,312-015,312015,DUMP TRUCK HINO FM 260 JD 312-015,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-015 JAMPER ACCU,1.5
TANJUNG,Aug,2026-08-14,641105231202332 035,312-023,312023,DUMP TRUCK HINO FM 260 JD 312-023,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-023 LEPAS EXTRAFAN DAN REPAIR EXTRAF,4.0
TANJUNG,Aug,2026-08-14,641105233202732 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 PASANG LINK I DAN PIN LOCK,2.0
TANJUNG,Aug,2026-08-14,641105233203731 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GREASSING,1.0
TANJUNG,Aug,2026-08-14,641105231203031 075,312-030,312030,DUMP TRUCK HINO FM 280 JD 312-030,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-030 SERVICE,2.0
TANJUNG,Aug,2026-08-14,641105233202731 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 GREASSING,1.0
TANJUNG,Aug,2026-08-14,641105231203132 065,312-031,312031,DUMP TRUCK HINO FM 280 JD 312-031,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-031 ISI SAMBUNG KLAM AKI,1.0
TANJUNG,Aug,2026-08-14,641105233203232 035,332-032,332032,EXCAVATOR KOMATSU PC-200-8M1 332-032,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-032 GANTI CARRER ROLLER RH LH , ADJ",10.5
TANJUNG,Aug,2026-08-14,641105233203632 075,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 TAMBAH AIR RADIATOR,1.0
TANJUNG,Aug,2026-08-14,641105231203232 065,312-032,312032,DUMP TRUCK HINO FM 280 JD 312-032,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-032 CARI ARUS LAMPU MUNDUR,1.5
TANJUNG,Aug,2026-08-15,661205000000095 093,,,,,,WS-PERBAIKAN DAN MAINTENANCE UNIT,BPA OPR 5 PERBAIKAN LAS BEMPER DEPAN,1.0
TANJUNG,Aug,2026-08-16,641105231202232 015,312-022,312022,DUMP TRUCK HINO FM 260 JD 312-022,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-022 LEPAS DAN GANTI DAN PASANG TIMIN,15.0
TANJUNG,Aug,2026-08-16,641105226200132 145,262-001,262001,TRUCK TANGKI HINO FG235 DA 1853 Z /DA 8705 ZE 262-001,Tangki Air,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,262-001 MEMBERSIHKAN DROG KOPLING DAN RE,8.0
TANJUNG,Aug,2026-08-16,641105231203432 035,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-034 PERBAIKAN COVER RELEASE BEARING,4.0
TANJUNG,Aug,2026-08-16,641105231202132 075,312-021,312021,DUMP TRUCK HINO FM 260 JD 312-021,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-021 BONGKAR RADIATOR, BUANG AIR RADI",3.5
TANJUNG,Aug,2026-08-16,641105231202232 035,312-022,312022,DUMP TRUCK HINO FM 260 JD 312-022,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-022 PERBAIKAN RPM GAS, ADJUST RPM",4.0
TANJUNG,Aug,2026-08-16,641105231203432 035,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-034 PASANG HOSE GREASS, PASANG COVER",2.0
TANJUNG,Aug,2026-08-16,641105231201532 015,312-015,312015,DUMP TRUCK HINO FM 260 JD 312-015,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-015 CEK KEBOCORAN FREON, BERSIHKAN K",1.0
TANJUNG,Aug,2026-08-16,641105231203432 145,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-034 PASANG T/M, PERBAIKAN BOOSTER KO",6.0
TANJUNG,Aug,2026-08-16,641105231203432 035,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-034 GERINDA LUBANG SHAFT SPIDER JOIN,1.0
TANJUNG,Aug,2026-08-16,641105231203032 155,312-030,312030,DUMP TRUCK HINO FM 280 JD 312-030,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-030 PERBAIKAN SPAKBOR DAN TAMBAH AIR,2.0
TANJUNG,Aug,2026-08-16,641105231203432 075,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-034 PASANG UNIFERSAL JOIN DAN PASANG,5.5
TANJUNG,Aug,2026-08-17,641105231203032 065,312-030,312030,DUMP TRUCK HINO FM 280 JD 312-030,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-030 GANTI FUSE, CEK KONSELETING KABE",2.5
TANJUNG,Aug,2026-08-17,641105231203032 065,312-030,312030,DUMP TRUCK HINO FM 280 JD 312-030,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-030 PERBAIKAN LAMPU,3.0
TANJUNG,Aug,2026-08-17,641105233202731 035,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 GREASSING,1.0
TANJUNG,Aug,2026-08-17,641105233203231 035,332-032,332032,EXCAVATOR KOMATSU PC-200-8M1 332-032,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-032 GREASSING,1.5
TANJUNG,Aug,2026-08-17,641105234201731 035,342-017,342017,BULLDOZER KOMATSU D85E 342-017,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,342-017 GREASSING,1.0
TANJUNG,Aug,2026-08-17,641105233203631 035,332-036,332036,EXCAVATOR HITACHI ZX350H-5G 332-036,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-036 GREASSING,1.5
TANJUNG,Aug,2026-08-17,641105231203432 145,312-034,312034,DUMP TRUCK HINO FM 280 JD 312-034,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"312-034 PASANG SHAFT PTO, BUANG ANGIN BO",16.0
TANJUNG,Aug,2026-08-17,641105233202732 015,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-027 CEK PROBLEM AC DAN ISI FREON CEK,0.5
TANJUNG,Aug,2026-08-17,641105233203732 035,332-037,332037,EXCAVATOR HITACHI ZX350H-5G 332-037,Excavator,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-037 GANTI KUKU BUCKET,2.0
TANJUNG,Aug,2026-08-17,641105233202732 015,332-027,332027,EXCAVATOR HITACHI ZX350H-5G 332-027,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-027 LEPAS KONDENSOR AC DAN EXPANSI,",10.0
TANJUNG,Aug,2026-08-17,641105234201732 155,342-017,342017,BULLDOZER KOMATSU D85E 342-017,Bulldozer,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"342-017 GANTI BELT TRACK SHOE, KENCANGKA",4.0
