lokasi,bulan,tanggal,account,kode_unit,id_unit,nama_unit,jenis_unit,kategori,kegiatan,remark,jumlah_jam
BUHUT,Aug,2026-08-18,641106233204532 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,332-045   LAS LOCK PRESER BREAKER,1.0
BUHUT,Aug,2026-08-19,641106233204531 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-045   GREASING,1.5
BUHUT,Aug,2026-08-19,641106236200232 065,362-002,362002,WHEEL LOADER XCMG ZL50GN 362-002,Wheel Loader,AB,WS-PERBAIKAN UNIT,"362-002   JUMPER AKI,CHARGER AKI",3.0
BUHUT,Aug,2026-08-19,641106233205531 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-055   GREASING,1.0
BUHUT,Aug,2026-08-19,641106233205232 035,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,"332-052   GANTI BELT,GREASING,STEL PRESU",1.0
BUHUT,Aug,2026-08-19,641106233205232 035,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-052   TAMBAH NITRO,1.0
BUHUT,Aug,2026-08-20,641106233204532 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,"332-045   GANTI PIPA PRESURE HYD,TAMBAH",2.0
BUHUT,Aug,2026-08-20,641106233205231 035,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-052   GREASING,2.0
BUHUT,Aug,2026-08-20,641106233205531 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-055   GREASING,2.0
BUHUT,Aug,2026-08-20,641106233204532 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,332-045   CEK KEBOCORAN SELENOID VALVE,1.5
BUHUT,Aug,2026-08-20,641106233204532 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,332-045   KANIBAL HOSE BREAKER DARI 40,1.0
BUHUT,Aug,2026-08-20,641106231202932 035,312-029,312029,DUMP TRUCK HINO FM 280 JD 312-029,DT FM 260 JD,AB,WS-PERBAIKAN UNIT,"312-029   GANTI AKI,WELDING DUDUKAN KUPU",10.0
BUHUT,Aug,2026-08-20,641106233205532 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN UNIT,"332-055   WELDING PIPA BREAKER,CEK KEBOC",1.5
BUHUT,Aug,2026-08-21,641106233204531 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-045   GREASING,2.0
BUHUT,Aug,2026-08-21,641106233205231 035,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-052   GREASING,2.0
BUHUT,Aug,2026-08-21,641106233205531 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-055   GREASING,2.0
BUHUT,Aug,2026-08-21,641106233205532 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN UNIT,"332-055   PASANG KARET LOCK PIN,LEM KARE",1.0
BUHUT,Aug,2026-08-21,641106236200232 035,362-002,362002,WHEEL LOADER XCMG ZL50GN 362-002,Wheel Loader,AB,WS-PERBAIKAN UNIT,362-002   PASANG ALTERNATOR (REPAIR),4.0
BUHUT,Aug,2026-08-22,641106233205231 035,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-052   GREASING,1.0
BUHUT,Aug,2026-08-22,641106236200231 115,362-002,362002,WHEEL LOADER XCMG ZL50GN 362-002,Wheel Loader,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,362-002   TAMBAH OLI 10,0.5
BUHUT,Aug,2026-08-22,641106231203632 075,312-036,312036,DUMP TRUCK HINO FM 280 JD 312-036,DT FM 260 JD,AB,WS-PERBAIKAN UNIT,312-036   SERVICE BERKALA,1.0
BUHUT,Aug,2026-08-22,641106233205531 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-055   TAMBAH OLI 10,1.0
BUHUT,Aug,2026-08-22,641106233204531 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-045   GREASING,1.0
BUHUT,Aug,2026-08-22,641106236200232 065,362-002,362002,WHEEL LOADER XCMG ZL50GN 362-002,Wheel Loader,AB,WS-PERBAIKAN UNIT,362-002   JUMPER AKI,1.0
BUHUT,Aug,2026-08-22,641106231203632 035,312-036,312036,DUMP TRUCK HINO FM 280 JD 312-036,DT FM 260 JD,AB,WS-PERBAIKAN UNIT,"312-036   LEPAS HOSE HYD PTO,TAMBAH OLI",1.0
BUHUT,Aug,2026-08-22,641106233205232 015,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,"332-052   GANTI TENSIONER,GANTI BELT AC",2.0
BUHUT,Aug,2026-08-22,641106231203532 035,312-035,312035,DUMP TRUCK HINO FM 280 JD 312-035,DT FM 260 JD,AB,WS-PERBAIKAN UNIT,312-035   INSTAL LOCK PIN DUMP CLY,2.0
BUHUT,Aug,2026-08-23,641106233204532 065,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,"332-045   CEK PANEL MONITOR,CEK KELISTRI",3.0
BUHUT,Aug,2026-08-23,641106233205232 015,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,332-052   GANTI KOMPRESOR AC,3.0
BUHUT,Aug,2026-08-23,641106231203632 025,312-036,312036,DUMP TRUCK HINO FM 280 JD 312-036,DT FM 260 JD,AB,WS-PERBAIKAN UNIT,"312-036   INSTAL RADIATOR,ISI AIR COOLAN",3.0
BUHUT,Aug,2026-08-23,641106233204532 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,332-045   PASANG LOCK PIN LINK H,1.5
BUHUT,Aug,2026-08-23,641106231203532 035,312-035,312035,DUMP TRUCK HINO FM 280 JD 312-035,DT FM 260 JD,AB,WS-PERBAIKAN UNIT,"312-035   PASANG HOSE PTO,TAMBAH OLI 10",1.5
BUHUT,Aug,2026-08-24,641106233204532 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,"332-045   WELDING PIPA ROOD CLY,TAMBAH O",4.0
BUHUT,Aug,2026-08-24,641106233205231 035,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-052   TAMBAH NITRO,1.0
BUHUT,Aug,2026-08-24,641106233205532 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN UNIT,332-055   PASANG SAFETY PIPA BREAKER,1.5
BUHUT,Aug,2026-08-26,641106233203832 155,332-038,332038,EXCAVATOR HITACHI ZX 210 F-5G 332-038,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,"332-038   PASANG TRACK RH,GANTI ROLLER &",17.0
BUHUT,Aug,2026-08-26,641106236200231 075,362-002,362002,WHEEL LOADER XCMG ZL50GN 362-002,Wheel Loader,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,362-002   TAMBAH OLI 40,1.0
BUHUT,Aug,2026-08-26,641106235101432 065,351-014,351014,GRADER XCMG GR-135 351-014,Grader,AB,WS-PERBAIKAN UNIT,351-014   JUMPER AKI,1.5
BUHUT,Aug,2026-08-26,641106237101431 035,371-014,371014,COMPACTOR SAKAI SV 526-D 371-014,Compactor,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"371-014   JUMPER AKI,TAMBAH OLI 40",2.0
BUHUT,Aug,2026-08-26,641106233205531 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,"332-055   TAMBAH,BANTALAN PIPA,KENCANGKA",1.5
BUHUT,Aug,2026-08-26,641106233204532 035,332-045,332045,EXCAVATOR HITACHI ZX 210 F-5G 332-045,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,"332-045   CEK NITRO,CEK BREAKER,GANTI PI",1.0
BUHUT,Aug,2026-08-26,641106235101432 165,351-014,351014,GRADER XCMG GR-135 351-014,Grader,AB,WS-PERBAIKAN UNIT,351-014   GANTI TYRE NO 4,1.0
BUHUT,Aug,2026-08-27,641106235101431 035,351-014,351014,GRADER XCMG GR-135 351-014,Grader,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,351-014   GREASING,1.5
BUHUT,Aug,2026-08-27,641106235101432 065,351-014,351014,GRADER XCMG GR-135 351-014,Grader,AB,WS-PERBAIKAN UNIT,"351-014   GANTI BATERY,REPAIR DUDUKAN BA",2.0
BUHUT,Aug,2026-08-27,641106233205931 035,332-059,332059,EXCAVATOR KOMATSU PC210 332-059,Excavator Bucket,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-059   GREASING,1.0
BUHUT,Aug,2026-08-27,641106233205531 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,332-055   GREASING,1.0
BUHUT,Aug,2026-08-27,641106233205232 035,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,"332-052   LEPAS COVER BREAKER,GANTI RUBB",12.0
BUHUT,Aug,2026-08-27,641106233205232 035,332-052,332052,EXCAVATOR HITACHI ZX 210G-5G 332-052,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,332-052   SERVICE BERKALA,5.0
BUHUT,Aug,2026-08-27,641106233205532 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN UNIT,332-055   WELDING PIPA BREAKER,1.5
BUHUT,Aug,2026-08-28,641106231203631 025,312-036,312036,DUMP TRUCK HINO FM 280 JD 312-036,DT FM 260 JD,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,312-036   TAMBAH AIR RADIATOR,0.5
BUHUT,Aug,2026-08-28,641106235101432 035,351-014,351014,GRADER XCMG GR-135 351-014,Grader,AB,WS-PERBAIKAN UNIT,351-014   KENCANGKAN NUT TANGKI,3.0
BUHUT,Aug,2026-08-28,641106231202632 035,312-026,312026,DUMP TRUCK HINO FM 280 JD 312-026,DT FM 260 JD,AB,WS-PERBAIKAN UNIT,312-026   GANTI VALVE CHEMBER,2.0
BUHUT,Aug,2026-08-29,641106233205532 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN UNIT,332-055   GANTI BREAKER SPARE,17.5
BUHUT,Aug,2026-08-29,641106233205532 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN UNIT,"332-055   CEK PRESURE NITRO,ADJUST SELEN",1.0
BUHUT,Aug,2026-08-30,641106233205532 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN UNIT,332-055   ADJUST PRESURE BREAKER,1.5
BUHUT,Aug,2026-08-30,641106233203832 155,332-038,332038,EXCAVATOR HITACHI ZX 210 F-5G 332-038,Excavator Breaker 20 Ton,AB,WS-PERBAIKAN UNIT,"332-038   INSTAL TRACK LH,ADJUST TRACK",17.0
BUHUT,Aug,2026-08-31,641106233205532 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN UNIT,"332-055   GANTI THROUGHT BOLT,TAMBAH OLI",8.0
BUHUT,Aug,2026-08-31,641106233205532 035,332-055,332055,EXCAVATOR HITACHI ZX350H-5G 332-055,Excavator Breaker 30 Ton,AB,WS-PERBAIKAN UNIT,332-055   ADJUST PRESURE ATAS,3.0
KUMAI,Aug,2026-08-01,641104142200132 075,422-001,,,,,WS-PERBAIKAN UNIT,422-001 MODIF KONEKTOR HOSE RADIATOR,12.0
KUMAI,Aug,2026-08-01,641104132202331 075,322-023,322023,CRAWLER DUMPER PD - 5000TA 322-023,Crawler,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,322-023 SERVICE BERKALA UNIT,3.0
KUMAI,Aug,2026-08-01,641104127200132 045,272-001,272001,ARM ROLL ISUZU NPS 81 272-001,Arm Roll,TR,WS-PERBAIKAN UNIT,272-001 PERBAIKAN SEAL REM,4.0
KUMAI,Aug,2026-08-01,641104125400532 135,254-005,254005,DUMP TRUCK ISUZU NPS 81 254-005,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-005 PERBAIKAN GANTI SPRING,6.0
KUMAI,Aug,2026-08-01,641104133203132 075,332-031,332031,EXCAVATOR HITACHI ZX130-5G 332-031,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-031 PERBAIKAN UNIT TIDAK BISA RUNNIN,2.0
KUMAI,Aug,2026-08-01,641104127200332 055,272-003,272003,ARMROLL HINO 136 HDX 272-003,Arm Roll,TR,WS-PERBAIKAN UNIT,272-003 GANTI AS PENYETELAN GARDAN,10.0
KUMAI,Aug,2026-08-01,641104134100132 075,341-001,341001,BULLDOZER KOMATSU D31P-20 341-001,Bulldozer,AB,WS-PERBAIKAN UNIT,341-001 PERBAIKAN UNIT MASUK ANGIN,2.0
KUMAI,Aug,2026-08-01,641104133202832 115,332-028,332028,EXCAVATOR KOBELCO SK200-10 332-028,Excavator All in,AB,WS-PERBAIKAN UNIT,332-028 PERBAIKAN UNIT TIDAK MAU HIDUP,4.0
KUMAI,Aug,2026-08-01,641104132200832 115,322-008,322008,CRAWLER DUMPER PD5000TA 322-008,Crawler,AB,WS-PERBAIKAN UNIT,322-008 STEL PRESURE,2.0
KUMAI,Aug,2026-08-01,641104125400132 135,254-001,254001,DUMP TRUCK ISUZU NPS 254-001,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-001 PASANG KONTROL SPRING,2.0
KUMAI,Aug,2026-08-01,641104132200932 065,322-009,322009,CROWN KD 5000 HZL 322-009,Crawler,AB,WS-PERBAIKAN UNIT,322-009 RUNNING+CEK JALUR PENGISIAN,2.0
KUMAI,Aug,2026-08-01,641104133202832 115,332-028,332028,EXCAVATOR KOBELCO SK200-10 332-028,Excavator All in,AB,WS-PERBAIKAN UNIT,332-028 CEK REMBESAN OLI HYD,1.0
KUMAI,Aug,2026-08-01,641104132200832 155,322-008,322008,CRAWLER DUMPER PD5000TA 322-008,Crawler,AB,WS-PERBAIKAN UNIT,322-008 STEL TRACK YANG KENDOR,1.0
KUMAI,Aug,2026-08-01,641104125400632 135,254-006,254006,DUMP TRUCK ISUZU NPS 81 254-006,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-006 GANTI SPRING & CENTER BOLT,4.0
KUMAI,Aug,2026-08-01,641104125400631 075,254-006,254006,DUMP TRUCK ISUZU NPS 81 254-006,Isuzu Elf,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,254-006 SERVICE BERKALA UNIT,2.0
KUMAI,Aug,2026-08-01,641104142200732 065,422-007,,,,,WS-PERBAIKAN UNIT,422-007 PASANG DINAMO STATER+RUNNING,19.0
KUMAI,Aug,2026-08-01,641104127200231 075,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,272-002 SERVICE BERKALA UNIT,1.0
KUMAI,Aug,2026-08-01,641104132200832 115,322-008,322008,CRAWLER DUMPER PD5000TA 322-008,Crawler,AB,WS-PERBAIKAN UNIT,322-008 LANJUT GANTI GEAR PUMP,2.0
KUMAI,Aug,2026-08-01,641104133202832 065,332-028,332028,EXCAVATOR KOBELCO SK200-10 332-028,Excavator All in,AB,WS-PERBAIKAN UNIT,332-028 PERBAIKAN UNIT TIDAK BISA HIDUP,3.0
KUMAI,Aug,2026-08-02,641104125106132 055,251-061,251061,DUMP TRUCK HINO 136 HDX DA 8707 JL 251-061,DT Hino,TR,WS-PERBAIKAN UNIT,251-061 EVAKUASI UNIT AS PENDEK PATAH,8.0
KUMAI,Aug,2026-08-02,641104125106132 055,251-061,251061,DUMP TRUCK HINO 136 HDX DA 8707 JL 251-061,DT Hino,TR,WS-PERBAIKAN UNIT,251-061 EVAKUASI UNIT AS PENDEK,6.0
KUMAI,Aug,2026-08-02,641104125106232 055,251-062,251062,DUMP TRUCK HINO 136 HDX 251-062,DT Hino,TR,WS-PERBAIKAN UNIT,251-062 PERBAIKAN GANTI AS PENDEK,6.0
KUMAI,Aug,2026-08-02,641104125400632 145,254-006,254006,DUMP TRUCK ISUZU NPS 81 254-006,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-006 PERBAIKAN DOUBLE TIDAK MAU MASUK,2.0
KUMAI,Aug,2026-08-02,641104125400632 145,254-006,254006,DUMP TRUCK ISUZU NPS 81 254-006,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-006 PERBAIKAN DOUBLE BERAT,2.0
KUMAI,Aug,2026-08-03,641104125105832 055,251-058,251058,DUMP TRUCK HINO 130HD 251-058,DT Hino,TR,WS-PERBAIKAN UNIT,251-058 GANTI SPRING DEPAN PATAH,4.0
KUMAI,Aug,2026-08-03,641104125400432 075,254-004,254004,DUMP TRUCK ISUZU NPS 81 254-004,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-004 PERBAIKAN DOUBLE LOW,3.0
KUMAI,Aug,2026-08-03,641104125400632 065,254-006,254006,DUMP TRUCK ISUZU NPS 81 254-006,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-006 PERBAIKAN VAKUM ALTERNATOR,2.0
KUMAI,Aug,2026-08-03,641104132100732 165,321-007,321007,FARM TRACTOR KUBOTA M9540 321-007,FT,AB,WS-PERBAIKAN UNIT,321-007 GANTI BAN TRAILER BAGIAN DALAM,1.0
KUMAI,Aug,2026-08-03,641104127200232 075,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 UNINSTAL FIP+ASSEMBLY FIP,21.0
KUMAI,Aug,2026-08-03,641104127200532 135,272-005,272005,ARM ROLL HINO 136 HDX 272-005,Arm Roll,TR,WS-PERBAIKAN UNIT,272-005 GANTI SPRING HELPER DAN CENTER B,11.0
KUMAI,Aug,2026-08-03,641104125400832 145,254-008,254008,DUMP TRUCK HINO 130 HD 4X4 254-008,DT Hino,TR,WS-PERBAIKAN UNIT,254-008 PERBAIKAN KAMPAS KOPLING,7.0
KUMAI,Aug,2026-08-03,641104132201632 145,322-016,322016,CRAWLER DUMPER PD5000TA 322-016,Crawler,AB,WS-PERBAIKAN UNIT,322-016 GANTI KAMPAS KOPLING,13.0
KUMAI,Aug,2026-08-03,641104132201231 075,322-012,322012,CRAWLER DUMPER PD5000TA 322-012,Crawler,AB,WS-PERBAIKAN DAN MAINTENANCE UNIT,322-012 SERVICE BERKALA UNIT,6.0
KUMAI,Aug,2026-08-03,641104125106231 075,251-062,251062,DUMP TRUCK HINO 136 HDX 251-062,DT Hino,TR,WS-PERBAIKAN DAN MAINTENANCE UNIT,251-062 SERVICE BERKALA UNIT,5.0
KUMAI,Aug,2026-08-03,641104127200132 045,272-001,272001,ARM ROLL ISUZU NPS 81 272-001,Arm Roll,TR,WS-PERBAIKAN UNIT,272-001 ADJUST BRAKE,4.0
KUMAI,Aug,2026-08-03,641104132202332 075,322-023,322023,CRAWLER DUMPER PD - 5000TA 322-023,Crawler,AB,WS-PERBAIKAN UNIT,322-023 PERBAIKAN SOLAR REMBES,2.0
KUMAI,Aug,2026-08-03,641104132202532 145,322-025,322025,CRAWLER DUMPER PD-5000 322-025,Crawler,AB,WS-PERBAIKAN UNIT,322-025 CEK TRANSMISI SUSAH MASUK,2.0
KUMAI,Aug,2026-08-03,641104132200732 075,322-007,322007,CRAWLER DUMPER PD5000TA 322-007,Crawler,AB,WS-PERBAIKAN UNIT,322-007  EXHOUSE MANIFOL,3.0
KUMAI,Aug,2026-08-03,641104125400932 075,254-009,254009,DUMP TRUCK ISUZU NKR 71  B 9853 BDG 254-009,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-009 PERBAIKAN UNIT MASUK ANGIN DI PK,7.0
KUMAI,Aug,2026-08-03,641104125400832 075,254-008,254008,DUMP TRUCK HINO 130 HD 4X4 254-008,DT Hino,TR,WS-PERBAIKAN UNIT,254-008 PERBAIKAN KOMPRESOR DOUBLE,2.0
KUMAI,Aug,2026-08-03,641104125400532 165,254-005,254005,DUMP TRUCK ISUZU NPS 81 254-005,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-005 GANTI HUB RR LH,10.0
KUMAI,Aug,2026-08-03,641104125106232 035,251-062,251062,DUMP TRUCK HINO 136 HDX 251-062,DT Hino,TR,WS-PERBAIKAN UNIT,251-062 CEK UNIT RODA PANAS,2.0
KUMAI,Aug,2026-08-03,641104132202832 065,322-028,322028,CRAWLER DUMPER PD-5000 322-028,Crawler,AB,WS-PERBAIKAN UNIT,322-028 CEK UNIT HM MATI,2.0
KUMAI,Aug,2026-08-03,641104132200732 075,322-007,322007,CRAWLER DUMPER PD5000TA 322-007,Crawler,AB,WS-PERBAIKAN UNIT,322-007 LAS MUFLER UNIT,2.0
KUMAI,Aug,2026-08-03,641104142200732 035,422-007,,,,,WS-PERBAIKAN UNIT,422-007 RUNNING PONTON DI 58 BOUNDRI,6.0
KUMAI,Aug,2026-08-04,641104125400232 055,254-002,254002,DUMP TRUCK ISUZU NPS 254-002,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-002 GANTI STUD BOLT,7.0
KUMAI,Aug,2026-08-04,641104133202032 035,332-020,332020,EXCAVATOR KOBELCO SK200-10 332-020,Excavator All in,AB,WS-PERBAIKAN UNIT,332-020 PELEPASAN LOCK PEN BUCKET,3.0
KUMAI,Aug,2026-08-04,641104127200232 055,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 GANTI SEAL GARDAN BELAKANG,8.0
KUMAI,Aug,2026-08-04,641104133203132 035,332-031,332031,EXCAVATOR HITACHI ZX130-5G 332-031,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-031 PENGELASAN KUKU BUCKET,10.0
KUMAI,Aug,2026-08-04,641104132201632 145,322-016,322016,CRAWLER DUMPER PD5000TA 322-016,Crawler,AB,WS-PERBAIKAN UNIT,322-016 GANTI RELEASE BEARING,5.0
KUMAI,Aug,2026-08-04,641104127200532 135,275-005,,,,,WS-PERBAIKAN UNIT,275-005 GANTI CENTERBOLT BELAKANG,6.0
KUMAI,Aug,2026-08-04,641104133204332 065,332-043,332043,EXCAVATOR HITACHI ZX138 M-F 332-043,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-043 PEMASANGAN LAMPU,2.0
KUMAI,Aug,2026-08-04,641104142200732 075,422-007,,,,,WS-PERBAIKAN UNIT,422-007 RUNNING UNIT PONTON,4.0
KUMAI,Aug,2026-08-04,641104125400332 135,254-003,254003,DUMP TRUCK ISUZU NPS 254-003,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-003 GANTI SPRING BAN RH,10.0
KUMAI,Aug,2026-08-04,641104125400731 075,254-007,254007,DUMP TRUCK HINO 130 HD 4X4 254-007,DT Hino,TR,WS-PERBAIKAN UNIT,254-007 SERVICE BERKALA UNIT,10.0
KUMAI,Aug,2026-08-04,641104127200432 065,272-004,272004,ARM ROLL HINO 136 HDX 272-004,Arm Roll,TR,WS-PERBAIKAN UNIT,272-004 PEMASANGAN HM,1.0
KUMAI,Aug,2026-08-04,641104142200732 075,422-007,,,,,WS-PERBAIKAN UNIT,422-007 RUNNING ENGINE PONTON,10.0
KUMAI,Aug,2026-08-04,641104142200832 075,422-008,,,,,WS-PERBAIKAN UNIT,422-008 RUNNING ENGINE PONTON,4.0
KUMAI,Aug,2026-08-04,641104133204632 075,332-046,332046,EXCAVATOR HITACHI ZX 138 MF-5G 332-046,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-046 BANTU PASANG RELEASE BEARING,3.0
KUMAI,Aug,2026-08-04,641104142200432 075,422-004,,,,,WS-PERBAIKAN UNIT,422-004 RUNNING ENGINE PONTON,14.0
KUMAI,Aug,2026-08-04,641104125106232 135,251-062,251062,DUMP TRUCK HINO 136 HDX 251-062,DT Hino,TR,WS-PERBAIKAN UNIT,251-062 PERBAIKAN SPRING BELAKANG PATAH,2.0
KUMAI,Aug,2026-08-04,641104133204332 155,332-043,332043,EXCAVATOR HITACHI ZX138 M-F 332-043,Excavator ZX-130,AB,WS-PERBAIKAN UNIT,332-043 LAS PIN TRACK LINK,4.0
KUMAI,Aug,2026-08-04,641104127200232 055,272-002,272002,ARM ROLL ISUZU NPS 81 272-002,Arm Roll,TR,WS-PERBAIKAN UNIT,272-002 CEK REMBESAN SEAL GARDAN,8.0
KUMAI,Aug,2026-08-04,641104142200332 075,422-003,,,,,WS-PERBAIKAN UNIT,422-003 RUNNING ENGINE PONTON,2.0
KUMAI,Aug,2026-08-04,641104142200232 075,422-002,,,,,WS-PERBAIKAN UNIT,422-002 RUNNING ENGINE PONTON,4.0
KUMAI,Aug,2026-08-04,641104125400632 165,254-006,254006,DUMP TRUCK ISUZU NPS 81 254-006,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-006 PERBAIKAN BAUT HUB PECAH,6.0
KUMAI,Aug,2026-08-04,641104125400332 055,254-003,254003,DUMP TRUCK ISUZU NPS 254-003,Isuzu Elf,TR,WS-PERBAIKAN UNIT,254-003 GANTI UNIVERSAL JOINT,6.0
KUMAI,Aug,2026-08-04,661204000000095 080,,,,,,WS-PERBAIKAN UNIT,1-RUNNIG ENGNE PONTON,4.0
KUMAI,Aug,2026-08-04,661204000000095 080,,,,,,WS-PERBAIKAN UNIT,1-RUNNING ENGINE PONTON,1.0
KUMAI,Aug,2026-08-04,641104132201632 145,322-016,322016,CRAWLER DUMPER PD5000TA 322-016,Crawler,AB,WS-PERBAIKAN UNIT,322-016 STELKOLING DAN TES UNIT,3.0
